OBJECTID,ROADSEGMENTID,CARTO_CLASS,SUBCATEGORY,STREET,FROM_STREET,TO_STREET,FROM_LEFT_ADDRESS,TO_LEFT_ADDRESS,FROM_RIGHT_ADDRESS,TO_RIGHT_ADDRESS,REGIONAL_ROAD,LANES,OWNERSHIP,FLOW_DIRECTION,SOURCE,SOURCE_DATE,SPEED_LIMIT,AADT,AADT_YEAR,TRUCK_ACCESS,Shape__Length
58150,8798,Arterial,MAJOR,VICTORIA ST S,ARTHUR PL,OAK ST,,,92,94,REGIONAL RD 55,4,REG,TwoWay,REG PLAN 418,4/22/2003 12:00:00 AM,50,20951,2015,24HR,26.4684099399364
58151,22396,Arterial,MAJOR,KING ST E,MORRISON RD,STONEGATE DR,,,,,REGIONAL RD  8,3,REG,TwoWay,REG PLAN 1411,4/22/2003 12:00:00 AM,50,15848,2015,24HR,99.91624718335
58222,6770,Arterial,MAJOR,WEBER ST E,QUEEN ST N,FREDERICK ST,20,20,19,19,REGIONAL RD  8,5,REG,TwoWay,REG PLAN 401,4/22/2003 12:00:00 AM,50,19029,2015,7-7 MON-FRI,125.407431873603
58238,21854,Arterial,MAJOR,MANITOU DR,CONNOR ST,BLEAMS RD,30,50,33,45,REGIONAL RD 69,4,REG,TwoWay,REG PLAN 586,8/13/2002 12:00:00 AM,60,27821,2015,24HR,367.777354986175
58239,21821,Arterial,MAJOR,MANITOU DR,SASAGA DR,CAYUGA DR,300,520,299,501,REGIONAL RD 69,4,REG,TwoWay,58R-4909,8/13/2002 12:00:00 AM,60,25539,2015,24HR,616.201378688241
58273,9230,Arterial,MAJOR,OTTAWA ST S,CHARLES ST E,MAURICE ST,,,50,50,REGIONAL RD  4,3,REG,TwoWay,REG PLAN 262,4/22/2003 12:00:00 AM,50,14679,2015,24HR,84.0777388750436
58274,21726,Arterial,MAJOR,TRUSSLER RD,HWY 7/8 E_BND TO REG RD 70,RICHARD BEASLEY DR,468,632,,,REGIONAL RD 70,4,REG,TwoWay,58R-1386,12/12/2003 12:00:00 AM,70,15018,2015,24HR,826.362637916504
58275,600041,Arterial,MAJOR,TRUSSLER RD,RICHARD BEASLEY DR,OTTAWA ST S,,,,,REGIONAL RD 70,3,REG,TwoWay,58R-1386,12/12/2003 12:00:00 AM,70,10530,2015,24HR,246.266024610352
58277,21124,Arterial,MAJOR,TRUSSLER RD,C_PKY STR OFFRAMP,C_PKY STR OFFRAMP,,,,,REGIONAL RD 70,5,REG,TwoWay,REG PLAN 1600,12/12/2003 12:00:00 AM,50,22086,2015,24HR,102.822386476387
58297,10178,Arterial,MAJOR,WEBER ST E,BORDEN AVE N,ONWARD AVE,328,328,307,315,REGIONAL RD  8,4,REG,TwoWay,REG PLAN 299,4/22/2003 12:00:00 AM,50,16836,2015,7-7 MON-FRI,98.4998984610685
58298,10164,Arterial,MAJOR,WEBER ST E,STIRLING AVE N,SIMEON ST,228,252,241,243,REGIONAL RD  8,4,REG,TwoWay,REG PLAN 77,4/22/2003 12:00:00 AM,50,17006,2015,7-7 MON-FRI,172.142503588337
58299,9859,Arterial,MAJOR,WEBER ST E,PANDORA AVE N,FAIRVIEW AVE,196,206,193,205,REGIONAL RD  8,4,REG,TwoWay,REG PLAN 77,4/22/2003 12:00:00 AM,50,17455,2015,7-7 MON-FRI,90.5807429530052
58316,9382,Arterial,MAJOR,OTTAWA ST S,MAURICE ST,NYBERG ST,85,123,60,60,REGIONAL RD  4,2,REG,TwoWay,REG PLAN 262,4/22/2003 12:00:00 AM,50,14010,2015,24HR,263.536602457648
58320,12670,Arterial,MAJOR,BRUCE ST,EPHRAIM ST,FREDERICK ST,74,88,73,81,REGIONAL RD 61,4,REG,TwoWay,QC,12/18/2003 12:00:00 AM,50,7074,2015,7-7 MON-SAT,114.066920355932
58331,10389,Arterial,MAJOR,LANCASTER ST W,CLIFTON RD,ASH ST,303,319,290,296,REGIONAL RD 29,2,REG,TwoWay,REG PLAN 666,4/22/2003 12:00:00 AM,50,14214,2015,24HR,61.0342547508515
58334,6352,Arterial,MAJOR,WESTMOUNT RD E,OTTAWA ST S,LAURENTIAN DR,700,750,675,715,REGIONAL RD 50,4,REG,TwoWay,REG PLAN 1240,8/13/2002 12:00:00 AM,50,18193,2015,24HR,362.407973575373
58342,1691,Arterial,MAJOR,VICTORIA ST S,GARMENT ST,MICHAEL ST,127,127,,,REGIONAL RD 55,4,REG,TwoWay,REG PLAN 418,4/22/2003 12:00:00 AM,50,20781,2015,24HR,62.455862318355
58343,1729,Arterial,MAJOR,VICTORIA ST S,VICMOUNT DR,HAZELGLEN DR,,,,,REGIONAL RD 55,4,REG,TwoWay,REG PLAN 1319,4/22/2003 12:00:00 AM,50,20442,2015,24HR,48.2425791171808
58352,20811,Arterial,MAJOR,HIGHLAND RD W,WESTHEIGHTS DR,WESTFOREST TRAIL,,,,,REGIONAL RD  6,2,REG,TwoWay,REG PLAN 1384,4/22/2003 12:00:00 AM,60,11527,2015,24HR,1136.41237691772
58353,9393,Arterial,MAJOR,OTTAWA ST S,NYBERG ST,DUNDAS AVE,135,135,124,136,REGIONAL RD  4,2,REG,TwoWay,REG PLAN 262,4/22/2003 12:00:00 AM,50,14418,2015,24HR,82.8780241463598
58357,6915,Arterial,MAJOR,FREDERICK ST,PEQUEGNAT AVE,SIMEON ST,268,268,269,269,REGIONAL RD  6,2,REG,TwoWay,REG PLAN 424,4/22/2003 12:00:00 AM,50,13982,2015,7-7 MON-SAT,30.6019412462414
58368,21835,Arterial,MAJOR,COURTLAND AVE E,BALZER RD,MANITOU DR,,,1321,1321,REGIONAL RD 53,7,REG,TwoWay,MCP 988,8/13/2002 12:00:00 AM,50,27591,2015,24HR,143.368195092261
58386,105386,Arterial,MAJOR,NEW DUNDEE RD,DODGE DR,STAUFFER WOODS TRAIL,,,,,REGIONAL RD 12,2,REG,TwoWay,58R-13914,4/22/2003 12:00:00 AM,80,6494,2014,24HR,290.498467184806
58387,105387,Arterial,MAJOR,NEW DUNDEE RD,STAUFFER WOODS TRAIL,BLAIR VALLEY ST,,,,,REGIONAL RD 12,2,REG,TwoWay,58R-13914,4/22/2003 12:00:00 AM,80,6494,2014,24HR,326.234919311147
58396,1724,Arterial,MAJOR,VICTORIA ST S,WESTMOUNT RD W,VICMOUNT DR,751,751,720,756,REGIONAL RD 55,5,REG,TwoWay,REG PLAN 1319,4/22/2003 12:00:00 AM,50,18931,2015,24HR,213.128532396881
58397,6174,Arterial,MAJOR,FISCHER HALLMAN RD,QUEENS BLVD,SUMMIT AVE,,,247,247,REGIONAL RD 58,5,REG,TwoWay,REG PLAN 1384,4/22/2003 12:00:00 AM,50,26473,2015,24HR,187.597365967859
58414,6948,Arterial,MAJOR,VICTORIA ST N,DUNHAM AVE,INDIANA ST,560,560,,,REGIONAL RD 55,4,REG,TwoWay,REG PLAN 159,4/22/2003 12:00:00 AM,60,26371,2015,24HR,95.1305714314032
58415,12690,Arterial,MAJOR,VICTORIA ST N,INDIANA ST,EDNA ST,,,577,593,REGIONAL RD 55,6,REG,TwoWay,REG PLAN 159,4/22/2003 12:00:00 AM,60,25901,2015,24HR,88.4645604653726
58428,9612,Arterial,MAJOR,BLEAMS RD,HOMER WATSON BLVD,CENTURY HILL DR,,,300,300,REGIONAL RD 56,5,REG,TwoWay,,,60,17507,2015,7-7 MON-SUN,419.163602198115
58430,6399,Arterial,MAJOR,OTTAWA ST S,PINEDALE DR,HOWE DR,,,,,REGIONAL RD  4,4,REG,TwoWay,REG PLAN 1240,8/13/2002 12:00:00 AM,50,20056,2015,24HR,137.890089712664
58431,6389,Arterial,MAJOR,OTTAWA ST S,WESTMOUNT RD E,PINEDALE DR,,,,,REGIONAL RD  4,5,REG,TwoWay,REG PLAN 1240,8/13/2002 12:00:00 AM,50,20580,2015,24HR,213.366708961879
58441,12428,Arterial,MAJOR,VICTORIA ST N,CENTENNIAL RD,SHIRLEY DR,1800,1800,,,REGIONAL RD 55,5,REG,TwoWay,REG PLAN 1677,4/22/2003 12:00:00 AM,70,30920,2015,24HR,477.419829784054
58446,6624,Arterial,MAJOR,CHARLES ST E,CEDAR ST S,MADISON AVE S,220,230,,,REGIONAL RD 64,3,REG,TwoWay,,,50,12296,2015,24HR,126.470745954241
58447,6628,Arterial,MAJOR,CHARLES ST E,EBY ST S,CEDAR ST S,,,87,101,REGIONAL RD 64,3,REG,TwoWay,,,50,11301,2015,24HR,104.6543268579
58453,12377,Arterial,MAJOR,BRIDGEPORT RD,LEANDER PL,MACKIE PL,450,486,459,495,REGIONAL RD  9,4,REG,TwoWay,,,50,19106,2015,24HR,203.612178452816
58454,12593,Arterial,MAJOR,BRIDGEPORT RD,WATERLOO BOUNDARY,LANG CRES,420,420,,,REGIONAL RD  9,4,REG,TwoWay,,,50,28037,2015,24HR,47.4106852465243
58455,12417,Arterial,MAJOR,BRIDGEPORT RD,MACKIE PL,LANCASTER ST W,502,544,527,543,REGIONAL RD  9,4,REG,TwoWay,,,50,14640,2015,24HR,280.49260356468
58457,6780,Arterial,MAJOR,VICTORIA ST N,MARGARET AVE,ELLEN ST W,204,236,231,231,REGIONAL RD 55,5,REG,TwoWay,REG PLAN 374,4/22/2003 12:00:00 AM,50,23177,2015,24HR,140.463021190278
58483,13270,Arterial,MAJOR,WEBER ST E,MONTGOMERY RD,SHANTZ LANE,,,,,REGIONAL RD  8,4,REG,TwoWay,58R-1998,4/22/2003 12:00:00 AM,50,16730,2015,7-7 MON-FRI,225.136459916357
58490,13112,Arterial,MAJOR,BRIDGE ST E,LANCASTER ST W,TYSON DR,1,7,2,8,REGIONAL RD 52,2,REG,TwoWay,,,50,17366,2015,24HR,243.138214913655
58491,11639,Arterial,MAJOR,OTTAWA ST S,KEHL ST,IMPERIAL DR,507,507,,,REGIONAL RD  4,4,REG,TwoWay,MCP 791,4/22/2003 12:00:00 AM,50,15039,2015,24HR,76.4248075233848
58492,11628,Arterial,MAJOR,OTTAWA ST S,ALPINE RD,STRASBURG RD,715,751,730,750,REGIONAL RD  4,6,REG,TwoWay,REG PLAN 1246,8/13/2002 12:00:00 AM,50,24565,2015,24HR,428.42486430218
58496,602289,Arterial,MAJOR,NEW DUNDEE RD,HOMER WATSON BLVD,CONESTOGA COLLEGE BLVD,,,,,REGIONAL RD 12,3,REG,TwoWay,REGION,10/3/2007 12:00:00 AM,50,7736,2014,24HR,147.791925325055
58526,6092,Arterial,MAJOR,FISCHER HALLMAN RD,GLASGOW ST,STOKE DR,2,2,,,REGIONAL RD 58,5,REG,TwoWay,REG PLAN 1273,4/22/2003 12:00:00 AM,50,1282,2017,24HR,683.2946243486
58556,20628,Arterial,MAJOR,FISCHER HALLMAN RD,STOKE DR,VICTORIA ST S,,,,,REGIONAL RD 58,5,REG,TwoWay,REG PLAN 1321,4/22/2003 12:00:00 AM,60,23962,2015,24HR,629.161412502554
58558,11502,Arterial,MAJOR,OTTAWA ST N,RIVER RD E,BRECKENRIDGE DR,1020,1020,1025,1035,REGIONAL RD  4,5,REG,TwoWay,REG PLAN 1202,12/18/2003 12:00:00 AM,50,23295,2015,24HR,268.194860953436
58564,7036,Arterial,MAJOR,LANCASTER ST W,WELLINGTON ST N,LOUISA ST,69,93,78,98,REGIONAL RD 29,3,REG,TwoWay,REG PLAN 199,4/22/2003 12:00:00 AM,50,17758,2015,24HR,123.126523961844
58568,13156,Arterial,MAJOR,WEBER ST E,WILFRED AVE,EMERALD AVE,986,1006,985,1015,REGIONAL RD  8,4,REG,TwoWay,REG PLAN 307,5/30/2003 12:00:00 AM,50,15247,2015,7-7 MON-FRI,91.6094467348901
58572,21651,Arterial,MAJOR,FISCHER HALLMAN RD,FORESTWALK ST,SEABROOK DR,1548,1548,1541,1541,REGIONAL RD 58,2,REG,TwoWay,58R-7094,8/13/2002 12:00:00 AM,60,17145,2015,24HR,883.746438799364
58595,21855,Arterial,MAJOR,MANITOU DR,WEBSTER RD,CRESS LANE,,,31,31,REGIONAL RD 69,4,REG,TwoWay,REG PLAN 586,8/13/2002 12:00:00 AM,60,26320,2015,24HR,46.3282592021846
58596,6766,Arterial,MAJOR,WEBER ST W,QUEEN ST N,ONTARIO ST N,11,21,18,22,REGIONAL RD  8,4,REG,TwoWay,REG PLAN 401,4/22/2003 12:00:00 AM,50,19254,2015,7-7 MON-FRI,121.794959698654
58598,6759,Arterial,MAJOR,WEBER ST E,FREDERICK ST,SCOTT ST,40,40,,,REGIONAL RD  8,5,REG,TwoWay,REG PLAN 406,4/22/2003 12:00:00 AM,50,18804,2015,7-7 MON-FRI,155.075592212009
58603,6303,Arterial,MAJOR,FISCHER HALLMAN RD,C_PKY WAT OFFRAMP,OTTAWA ST S,,,,,REGIONAL RD 58,7,REG,TwoWay,REG PLAN 748,8/13/2002 12:00:00 AM,50,41099,2015,24HR,176.744077782029
58614,10185,Arterial,MAJOR,WEBER ST E,ONWARD AVE,EAST AVE,330,382,359,399,REGIONAL RD  8,4,REG,TwoWay,REG PLAN 655,4/22/2003 12:00:00 AM,50,16892,2015,7-7 MON-FRI,222.535237595456
58615,6885,Arterial,MAJOR,WEBER ST E,KRUG ST,MADISON AVE N,116,136,121,131,REGIONAL RD  8,4,REG,TwoWay,REG PLAN 370,4/22/2003 12:00:00 AM,50,18354,2015,7-7 MON-FRI,126.849786733043
58619,602990,Arterial,MAJOR,FISCHER HALLMAN RD,WEST OAK TRAIL,HURON RD,1686,1696,,,REGIONAL RD 58,3,REG,TwoWay,58R-7094,8/13/2002 12:00:00 AM,60,12858,2015,24HR,151.900067714517
58623,23063,Arterial,MAJOR,FAIRWAY RD N,JANSEN AVE,THALER AVE,132,168,125,165,REGIONAL RD 53,4,REG,TwoWay,REG PLAN 589,4/22/2003 12:00:00 AM,50,19810,2015,24HR,192.883316224146
58630,600734,Arterial,MAJOR,IRA NEEDLES BLVD,HIGHLAND RD W,VICTORIA ST S,235,235,220,220,REGIONAL RD 70,4,REG,TwoWay,30T-02205-DA,12/18/2003 12:00:00 AM,50,26668,2015,24HR,605.23664972668
58635,22324,Arterial,MAJOR,FAIRWAY RD S,FAIRWAY RD N,KING ST BYPASS ONRAMP,41,41,30,40,REGIONAL RD 53,6,REG,TwoWay,REG PLAN 863,4/22/2003 12:00:00 AM,60,34928,2015,24HR,489.938900720426
58640,8767,Arterial,MAJOR,VICTORIA ST S,PARK ST,HENRY ST,169,183,170,186,REGIONAL RD 55,5,REG,TwoWay,REG PLAN 107,4/22/2003 12:00:00 AM,50,20104,2015,24HR,83.478097426667
58647,31310,Roundabout,MAJOR,IRA NEEDLES BLVD,IRA NEEDLES BLVD,UNIVERSITY AVE W,,,,,REGIONAL RD 70,2,REG,FromTo,PUBLIC,12/22/2006 12:00:00 AM,50,33363,2015,24HR,33.4425618743686
58649,602124,Roundabout,MAJOR,IRA NEEDLES BLVD,IRA NEEDLES BLVD,HIGHLAND RD W,,,,,REGIONAL RD 70,2,REG,FromTo,PUBLIC,12/22/2006 12:00:00 AM,60,35030,2015,24HR,35.0578984352069
58667,23167,Arterial,MAJOR,OTTAWA ST N,MCGEE AVE,SHAFTSBURY DR,,,,,REGIONAL RD  4,5,REG,TwoWay,REG PLAN 1202,4/22/2003 12:00:00 AM,50,15419,2015,24HR,167.240273926987
58669,20757,Arterial,MAJOR,HIGHLAND RD W,EAGEN DR,HIGHLAND CRES,,,,,REGIONAL RD  6,5,REG,TwoWay,REG PLAN 1196,4/22/2003 12:00:00 AM,60,14044,2015,24HR,163.550864393804
58670,15830,Arterial,MAJOR,EDNA ST,C_PKY STR ONRAMP,MANSION ST,70,70,61,61,REGIONAL RD 62,4,REG,TwoWay,REG PLAN 653,4/22/2003 12:00:00 AM,50,10680,2015,7-7 MON-SAT,56.3539441927913
58671,15832,Arterial,MAJOR,EDNA ST,MANSION ST,FREDERICK ST,84,96,,,REGIONAL RD 62,4,REG,TwoWay,REG PLAN 724,4/22/2003 12:00:00 AM,50,10682,2015,7-7 MON-SAT,131.254639961442
58672,9846,Arterial,MAJOR,WEBER ST E,FAIRVIEW AVE,STIRLING AVE N,214,224,211,227,REGIONAL RD  8,4,REG,TwoWay,REG PLAN 77,4/22/2003 12:00:00 AM,50,17231,2015,7-7 MON-FRI,88.3038938593805
58685,22124,Arterial,MAJOR,RIVER RD E,GRAND RIVER BLVD,KING ST E,,,,,REGIONAL RD 56,4,REG,TwoWay,REG PLAN 1340,4/22/2003 12:00:00 AM,60,9353,2015,7-7 MON-SAT,189.528549918145
58698,6638,Arterial,MAJOR,CHARLES ST E,EBY ST S,BENTON ST,10,10,11,75,REGIONAL RD 64,3,REG,TwoWay,,,50,10642,2015,24HR,292.274163253111
58701,10747,Arterial,MAJOR,COURTLAND AVE E,WALTON AVE,HAYWARD AVE,872,890,,,REGIONAL RD 53,4,REG,TwoWay,REG PLAN 695,8/13/2002 12:00:00 AM,50,23397,2015,24HR,117.600151962024
58704,21903,Arterial,MAJOR,MANITOU DR,CAYUGA DR,HOMER WATSON BLVD,530,530,529,535,REGIONAL RD 69,6,REG,TwoWay,REG PLAN 1309,4/22/2003 12:00:00 AM,60,25360,2015,24HR,256.934500798244
58705,13042,Arterial,MAJOR,BLOOMINGDALE RD,STANLEY AVE,NELSON AVE,121,151,122,144,REGIONAL RD 20,2,REG,TwoWay,PLAN,2/28/2005 12:00:00 AM,50,10800,2015,24HR,178.738137460463
58706,6388,Arterial,MAJOR,OTTAWA ST S,ELMSDALE DR,HOWLAND DR,,,,,REGIONAL RD  4,4,REG,TwoWay,REG PLAN 1242,8/13/2002 12:00:00 AM,50,19858,2015,24HR,276.701527281488
58723,22861,Arterial,MAJOR,OTTAWA ST N,C_PKY WAT OFFRAMP,NOTTINGHAM AVE,,,,,REGIONAL RD  4,6,REG,TwoWay,REG PLAN 944,12/18/2003 12:00:00 AM,50,21610,2015,7-7 MON-SAT,80.5917273566251
58778,40157,Arterial,MAJOR,KING ST E,401 LON ONRAMP,CAMBRIDGE BOUNDARY,,,,,REGIONAL RD  8,4,REG,TwoWay,PLAN 170,4/22/2003 12:00:00 AM,50,31752,2015,24HR,161.131496654327
58811,6610,Arterial,MAJOR,COURTLAND AVE E,BENTON ST,HEBEL PL,46,68,39,63,REGIONAL RD 53,3,REG,TwoWay,REG PLAN 405,4/22/2003 12:00:00 AM,50,10659,2015,24HR,114.546169647417
58824,23214,Arterial,MAJOR,OTTAWA ST N,BRECKENRIDGE DR,OLD CHICOPEE DR,,,,,REGIONAL RD  4,5,REG,TwoWay,REG PLAN 1202,12/18/2003 12:00:00 AM,50,17578,2015,24HR,68.1086427855393
58825,23220,Arterial,MAJOR,OTTAWA ST N,OLD CHICOPEE DR,MONTCALM DR,,,,,REGIONAL RD  4,5,REG,TwoWay,REG PLAN 1202,12/18/2003 12:00:00 AM,50,15983,2015,24HR,133.019296394232
58834,9679,Arterial,MAJOR,BLEAMS RD,CENTURY HILL DR,STRASBURG RD,,,750,758,REGIONAL RD 56,5,REG,TwoWay,,,60,15560,2015,7-7 MON-SUN,745.740912170532
58841,601978,Arterial,MAJOR,FISCHER HALLMAN RD,SEABROOK DR,SIENNA ST,1650,1676,,,REGIONAL RD 58,2,REG,TwoWay,58R-7094,8/13/2002 12:00:00 AM,60,12858,2015,24HR,325.787757478713
58844,602310,Roundabout,MAJOR,FISCHER HALLMAN RD,FISCHER HALLMAN RD,FISCHER HALLMAN RD,,,,,REGIONAL RD 58,2,REG,FromTo,REGION,10/4/2007 12:00:00 AM,60,16952,2014,24HR,32.0117732648966
58851,10652,Arterial,MAJOR,KING ST W,PINE ST,MT HOPE ST,835,835,890,934,REGIONAL RD 15,3,REG,TwoWay,REG PLAN 385,4/22/2003 12:00:00 AM,50,18759,2015,24HR,161.269210100789
58852,10691,Arterial,MAJOR,KING ST W,MT HOPE ST,WATERLOO BOUNDARY,969,969,936,976,REGIONAL RD 15,3,REG,TwoWay,REG PLAN 385,4/22/2003 12:00:00 AM,50,19696,2015,24HR,138.641811115333
58881,11382,Arterial,MAJOR,COURTLAND AVE E,STIRLING AVE S,VERNON AVE,250,274,249,269,REGIONAL RD 53,3,REG,TwoWay,REG PLAN 300,4/22/2003 12:00:00 AM,50,12337,2015,24HR,102.949191352161
58885,23173,Arterial,MAJOR,LACKNER BLVD,KEEWATIN AVE,LORRAINE AVE,,,,,REGIONAL RD 54,3,REG,TwoWay,REG PLAN 1403,4/22/2003 12:00:00 AM,60,12689,2015,24HR,360.560982591444
58887,22167,Arterial,MAJOR,KING ST E,STONEGATE DR,RIVERBANK DR,3563,3751,3570,3734,REGIONAL RD  8,2,REG,TwoWay,REG PLAN 1411,4/22/2003 12:00:00 AM,50,16055,2015,24HR,655.383417165895
58889,8664,Arterial,MAJOR,HIGHLAND RD W,GARDEN AVE,WEST AVE,51,101,52,100,REGIONAL RD  6,3,REG,TwoWay,REG PLAN 300,4/22/2003 12:00:00 AM,50,18158,2015,24HR,178.913218859643
58896,10127,Arterial,MAJOR,OTTAWA ST N,C_PKY STR OFFRAMP,C_PKY STR ONRAMP,,,,,REGIONAL RD  4,4,REG,TwoWay,REG PLAN  651,4/22/2003 12:00:00 AM,50,19138,2015,24HR,11.5588701801289
58900,6410,Arterial,MAJOR,OTTAWA ST S,NINE PINES RD,FISCHER HALLMAN RD,1285,1295,1280,1284,REGIONAL RD  4,6,REG,TwoWay,REG PLAN 748,8/13/2002 12:00:00 AM,60,18236,2015,24HR,102.591198911979
58912,8763,Arterial,MAJOR,VICTORIA ST S,HENRY ST,WALNUT ST,187,205,190,200,REGIONAL RD 55,3,REG,TwoWay,REG PLAN 107,4/22/2003 12:00:00 AM,50,19935,2015,24HR,98.0124432744651
58927,11373,Arterial,MAJOR,COURTLAND AVE E,VERNON AVE,PALMER AVE,278,292,281,291,REGIONAL RD 53,2,REG,TwoWay,REG PLAN 263,4/22/2003 12:00:00 AM,50,12165,2015,24HR,94.3476312047684
58930,9764,Arterial,MAJOR,FREDERICK ST,EDNA ST,ANN ST,450,526,447,507,REGIONAL RD  6,4,REG,TwoWay,REG PLAN 42,4/22/2003 12:00:00 AM,50,15244,2015,7-7 MON-SAT,288.712219503072
58948,8614,Arterial,MAJOR,WESTMOUNT RD W,UNION BLVD,RUSHOLME RD,751,765,744,744,REGIONAL RD 50,4,REG,TwoWay,REG PLAN 810,4/22/2003 12:00:00 AM,50,16810,2015,7-7 MON-FRI,121.567109468015
58951,6659,Arterial,MAJOR,VICTORIA ST N,AHRENS ST W,AHRENS ST W,150,150,,,REGIONAL RD 55,4,REG,TwoWay,REG PLAN 374,4/22/2003 12:00:00 AM,50,21586,2015,24HR,31.7822865264703
58961,6727,Arterial,MAJOR,QUEEN ST S,COURTLAND AVE E,MITCHELL ST,339,429,340,436,REGIONAL RD  6,3,REG,TwoWay,REG PLAN 397,4/22/2003 12:00:00 AM,50,18235,2015,24HR,165.978171933842
58973,105364,Arterial,MAJOR,HOMER WATSON BLVD,BLEAMS RD,BEASLEY DR,,,,,REGIONAL RD 28,6,REG,TwoWay,MCP 1035,8/13/2002 12:00:00 AM,70,23511,2015,24HR,422.634542477761
58989,6492,Arterial,MAJOR,WEBER ST W,YOUNG ST,COLLEGE ST,,,58,78,REGIONAL RD  8,4,REG,TwoWay,REG PLAN 401,4/22/2003 12:00:00 AM,50,19703,2015,7-7 MON-FRI,111.869569821523
58990,6879,Arterial,MAJOR,WEBER ST E,SCOTT ST,KRUG ST,66,108,71,109,REGIONAL RD  8,4,REG,TwoWay,REG PLAN 175,4/22/2003 12:00:00 AM,50,18579,2015,7-7 MON-FRI,271.233169303177
59026,11688,Arterial,MAJOR,KING ST E,SYDNEY ST S,SYDNEY ST N,1211,1211,,,REGIONAL RD 15,3,REG,TwoWay,REG PLAN 404,4/22/2003 12:00:00 AM,50,12847,2015,24HR,22.1986923490738
59041,21862,Arterial,MAJOR,HOMER WATSON BLVD,BLEAMS RD,BEASLEY DR,,,,,REGIONAL RD 28,6,REG,TwoWay,MCP 1035,8/13/2002 12:00:00 AM,70,23511,2015,24HR,548.730676213081
59042,21808,Arterial,MAJOR,HOMER WATSON BLVD,BEASLEY DR,HOMER WATSON OFFRAMP,1111,1111,,,REGIONAL RD 28,6,REG,TwoWay,REG PLAN 576,4/22/2003 12:00:00 AM,70,24029,2015,24HR,193.438101539432
59043,25666,Arterial,MAJOR,HOMER WATSON BLVD,HOMER WATSON OFFRAMP,HOMER WATSON ONRAMP,,,,,REGIONAL RD 28,4,REG,TwoWay,REG PLAN 576,4/22/2003 12:00:00 AM,70,28662,2015,24HR,602.619139084241
59044,21992,Arterial,MAJOR,HOMER WATSON BLVD,HOMER WATSON ONRAMP,DOON VILLAGE RD,,,,,REGIONAL RD 28,6,REG,TwoWay,REG PLAN 1309,4/22/2003 12:00:00 AM,70,24430,2015,24HR,232.849526089317
59048,40159,Arterial,MAJOR,VICTORIA ST N,SHIRLEY DR,WOOLWICH TOWNSHIP BOUNDARY,1810,1810,,,REGIONAL RD 55,4,REG,TwoWay,REG PLAN 1677,4/22/2003 12:00:00 AM,70,32645,2015,24HR,244.058406786328
59052,40158,Arterial,MAJOR,BRIDGE ST E,HOLLINGER CRES,WOOLWICH TOWNSHIP BOUNDARY,483,525,,,REGIONAL RD 52,2,REG,TwoWay,PLAN,11/9/2007 12:00:00 AM,60,7877,2015,24HR,272.840700359848
59056,10993,Arterial,MAJOR,WEBER ST E,BROADVIEW AVE,FRANKLIN ST N,1108,1138,1111,1111,REGIONAL RD  8,5,REG,TwoWay,REG PLAN 267,5/30/2003 12:00:00 AM,50,15290,2015,7-7 MON-FRI,144.192819352991
59064,20702,Arterial,MAJOR,HIGHLAND RD W,FIELDGATE ST,EAGEN DR,,,,,REGIONAL RD  6,5,REG,TwoWay,REG PLAN 1623,4/22/2003 12:00:00 AM,60,14113,2015,24HR,172.606139852532
59065,11114,Arterial,MAJOR,LANCASTER ST W,BREITHAUPT ST,BREITHAUPT ST,37,37,40,40,REGIONAL RD 29,4,REG,TwoWay,REG PLAN 139,4/22/2003 12:00:00 AM,50,17656,2015,24HR,51.8469216678058
59066,7046,Arterial,MAJOR,LANCASTER ST W,VICTORIA ST N,BREITHAUPT ST,,,34,34,REGIONAL RD 29,4,REG,TwoWay,REG PLAN 139,4/22/2003 12:00:00 AM,50,14115,2015,24HR,147.267947473518
59070,10766,Arterial,MAJOR,HOMER WATSON BLVD,OTTAWA ST S,HANSON AVE,,,300,300,REGIONAL RD 28,5,REG,TwoWay,REG PLAN 1246,8/13/2002 12:00:00 AM,70,34914,2015,24HR,608.822075088419
59075,11607,Arterial,MAJOR,COURTLAND AVE E,MADISON AVE S,STIRLING AVE S,184,218,195,209,REGIONAL RD 53,4,REG,TwoWay,REG PLAN 368,4/22/2003 12:00:00 AM,50,12831,2015,24HR,140.245001681849
59078,11064,Arterial,MAJOR,KING ST W,GREEN ST,PINE ST,,,828,876,REGIONAL RD 15,4,REG,TwoWay,REG PLAN 385,4/22/2003 12:00:00 AM,50,19855,2015,24HR,148.494770136196
59083,8556,Arterial,MAJOR,WESTMOUNT RD W,CLAREMONT AVE,UNION BLVD,701,711,700,722,REGIONAL RD 50,4,REG,TwoWay,REG PLAN 810,4/22/2003 12:00:00 AM,50,17783,2015,7-7 MON-FRI,135.93352814331
59086,13097,Arterial,MAJOR,LANCASTER ST W,SHIRK PL,WAGNER PL,575,591,574,586,REGIONAL RD 29,2,REG,TwoWay,REG PLAN 577,2/10/2003 12:00:00 AM,50,21358,2015,24HR,130.654856457842
59087,12615,Arterial,MAJOR,LANCASTER ST W,GENERAL DR,SHIRK PL,569,569,562,582,REGIONAL RD 29,3,REG,TwoWay,58R-3141,2/10/2003 12:00:00 AM,50,21398,2015,24HR,69.3719634118172
